GT BW,Class BW,Measured BW,GT SF,Class SF,Measured SF (upscaled),Measured SF (downscaled),Measured SF,Height,Confidence,IoU
726562.00,500000.00,552736.28,12,11,11,11,11,0.069092,0.9088,0.7510
445312.00,500000.00,457023.62,12,12,12,12,12,0.057128,0.9019,0.9693
445312.00,500000.00,447517.93,12,12,12,12,12,0.055940,0.8961,0.9696
445312.00,500000.00,463430.40,12,12,12,12,12,0.057929,0.8866,0.9604
445312.00,500000.00,469007.49,12,12,12,12,12,0.058626,0.8741,0.9431
242188.00,250000.00,239862.92,9,10,10,10,10,0.029983,0.8533,0.9657
242188.00,250000.00,253283.50,9,10,10,10,10,0.031660,0.8452,0.9545
742188.00,500000.00,739342.69,11,11,12,11,12,0.092418,0.7512,0.9551
617188.00,500000.00,604436.40,11,11,12,11,12,0.075555,0.9590,0.9789
617188.00,500000.00,583339.21,11,11,11,11,11,0.072917,0.9312,0.9414
382812.00,250000.00,380455.97,11,10,11,10,11,0.047557,0.9086,0.9716
179688.00,125000.00,177364.35,11,10,11,10,11,0.022171,0.9053,0.9814
148438.00,125000.00,150091.17,10,10,11,10,11,0.018761,0.8709,0.9399
382812.00,250000.00,383983.14,11,10,11,10,11,0.047998,0.8695,0.9760
382812.00,250000.00,382197.38,11,10,11,10,11,0.047775,0.7972,0.9696
148438.00,125000.00,147798.54,10,10,10,10,10,0.018475,0.7367,0.9847
382812.00,250000.00,383730.41,11,10,11,10,11,0.047966,0.7272,0.9796
382812.00,500000.00,383059.50,11,12,12,11,11,0.047882,0.8772,0.9863
382812.00,250000.00,378995.90,11,10,11,10,11,0.047374,0.8501,0.8830
148438.00,125000.00,145887.37,10,10,10,10,10,0.018236,0.8442,0.9648
148438.00,125000.00,147876.40,10,10,10,10,10,0.018485,0.8340,0.9478
382812.00,250000.00,381376.27,11,10,11,10,11,0.047672,0.8124,0.9855
617188.00,500000.00,614272.12,11,11,12,11,12,0.076784,0.7782,0.9753
148438.00,125000.00,149428.84,10,10,11,10,11,0.018679,0.7725,0.9382
382812.00,250000.00,383647.80,11,10,11,10,11,0.047956,0.7240,0.9920
179688.00,250000.00,179187.54,11,12,12,11,11,0.022398,0.7135,0.9740
617188.00,500000.00,547232.15,11,11,11,11,11,0.068404,0.7002,0.8756
617188.00,500000.00,607874.87,11,11,12,11,12,0.075984,0.9257,0.9841
148438.00,125000.00,145643.23,10,10,10,10,10,0.018205,0.9006,0.9723
179688.00,125000.00,173163.41,11,10,11,10,11,0.021645,0.8867,0.7088
179688.00,125000.00,178195.95,11,10,11,10,11,0.022274,0.8797,0.9814
382812.00,250000.00,376601.22,11,10,11,10,11,0.047075,0.8510,0.9785
617188.00,500000.00,606353.76,11,11,12,11,12,0.075794,0.9255,0.9800
179688.00,125000.00,176599.50,11,10,11,10,11,0.022075,0.8908,0.9758
617188.00,500000.00,671197.89,11,11,12,11,12,0.083900,0.8900,0.8987
382812.00,250000.00,373396.40,11,10,11,10,11,0.046675,0.8871,0.9730
179688.00,125000.00,167749.40,11,10,11,10,11,0.020969,0.8668,0.9221
148438.00,125000.00,145862.34,10,10,10,10,10,0.018233,0.7950,0.9744
179688.00,125000.00,179775.24,11,10,11,10,11,0.022472,0.7809,0.9809
382812.00,250000.00,383791.27,11,10,11,10,11,0.047974,0.7574,0.9880
507812.00,500000.00,504548.07,11,11,11,11,11,0.063069,0.9448,0.9791
507812.00,500000.00,519293.79,11,11,11,11,11,0.064912,0.9222,0.9711
148438.00,125000.00,148010.85,12,12,12,12,12,0.018501,0.9195,0.9709
148438.00,125000.00,145833.73,12,11,11,11,11,0.018229,0.8941,0.9174
773438.00,500000.00,614868.16,11,11,12,11,12,0.076859,0.8566,0.7921
148438.00,125000.00,155251.03,12,11,12,11,12,0.019406,0.7560,0.9548
507812.00,500000.00,511414.05,11,11,11,11,11,0.063927,0.9560,0.9844
507812.00,500000.00,493448.26,11,11,11,11,11,0.061681,0.9397,0.9639
148438.00,125000.00,152088.64,12,11,12,11,12,0.019011,0.9169,0.9497
773438.00,500000.00,529602.05,11,11,11,11,11,0.066200,0.8859,0.6783
507812.00,500000.00,502443.31,11,11,11,11,11,0.062805,0.9421,0.9840
507812.00,500000.00,510519.98,11,11,11,11,11,0.063815,0.9205,0.9909
507812.00,500000.00,529468.83,11,11,11,11,11,0.066184,0.9157,0.9464
507812.00,500000.00,516170.50,11,11,11,11,11,0.064521,0.8870,0.9779
148438.00,125000.00,144132.85,12,11,11,11,11,0.018017,0.8341,0.9578
773438.00,500000.00,574243.55,11,11,11,11,11,0.071780,0.8286,0.7030
101562.00,125000.00,106112.96,10,10,10,10,10,0.013264,0.8072,0.9571
507812.00,500000.00,501707.08,11,11,11,11,11,0.062713,0.9590,0.9853
773438.00,500000.00,592950.82,11,11,11,11,11,0.074119,0.9084,0.7634
148438.00,125000.00,145192.15,12,11,11,11,11,0.018149,0.8976,0.9285
148438.00,125000.00,146041.75,12,11,11,11,11,0.018255,0.8820,0.9742
148438.00,125000.00,138613.22,12,11,11,11,11,0.017327,0.8643,0.9097
773438.00,500000.00,751883.27,11,11,12,11,12,0.093985,0.8463,0.9638
773438.00,500000.00,501637.94,11,11,11,11,11,0.062705,0.8410,0.6210
101562.00,125000.00,114690.78,10,11,11,11,11,0.014336,0.8159,0.8847
257812.00,250000.00,259031.77,10,10,10,10,10,0.032379,0.8984,0.9815
195312.00,125000.00,192596.44,12,11,12,11,12,0.024075,0.8942,0.9829
367188.00,250000.00,364570.62,10,10,11,10,11,0.045571,0.8827,0.9756
195312.00,125000.00,193706.51,12,11,12,11,12,0.024213,0.8743,0.9847
414062.00,250000.00,405169.01,12,11,12,11,12,0.050646,0.8720,0.9603
195312.00,125000.00,188220.98,12,11,12,11,12,0.023528,0.8068,0.9141
257812.00,250000.00,257337.57,10,10,10,10,10,0.032167,0.9531,0.9757
257812.00,250000.00,258603.10,10,10,10,10,10,0.032325,0.9401,0.9891
414062.00,500000.00,416686.89,12,12,12,11,11,0.052086,0.8963,0.9783
367188.00,500000.00,360150.81,10,11,11,10,10,0.045019,0.8932,0.9682
414062.00,250000.00,403157.71,12,11,12,11,12,0.050395,0.8850,0.9695
367188.00,500000.00,365110.40,10,11,11,10,10,0.045639,0.8436,0.9859
195312.00,250000.00,232896.33,12,12,12,12,12,0.029112,0.8413,0.8223
195312.00,125000.00,193961.14,12,11,12,11,12,0.024245,0.8045,0.9784
195312.00,125000.00,195209.50,12,11,12,11,12,0.024401,0.7559,0.9804
257812.00,250000.00,254990.58,10,10,10,10,10,0.031874,0.9516,0.9867
257812.00,250000.00,255609.51,10,10,10,10,10,0.031951,0.9485,0.9519
257812.00,250000.00,258221.15,10,10,10,10,10,0.032278,0.9398,0.9849
257812.00,250000.00,252847.67,10,10,10,10,10,0.031606,0.9394,0.9734
367188.00,500000.00,389111.04,10,11,11,10,10,0.048639,0.9360,0.9400
367188.00,500000.00,390232.09,10,11,11,10,10,0.048779,0.9242,0.9155
257812.00,250000.00,248126.98,10,10,10,10,10,0.031016,0.9178,0.9383
367188.00,500000.00,420698.40,10,11,11,11,11,0.052587,0.8774,0.8691
257812.00,250000.00,260481.36,10,10,10,10,10,0.032560,0.8668,0.9634
414062.00,500000.00,418813.71,12,12,12,11,11,0.052352,0.7177,0.9789
257812.00,250000.00,251915.93,10,10,10,10,10,0.031489,0.9380,0.9710
257812.00,250000.00,256094.93,10,10,10,10,10,0.032012,0.8803,0.9902
414062.00,250000.00,423994.06,12,11,13,11,13,0.052999,0.7520,0.9174
195312.00,125000.00,197696.69,12,11,12,11,12,0.024712,0.7214,0.8596
539062.00,500000.00,533896.45,12,12,12,12,12,0.066737,0.9619,0.9807
367188.00,250000.00,348211.29,12,11,12,11,12,0.043526,0.9480,0.9452
367188.00,250000.00,355762.48,12,11,12,11,12,0.044470,0.9479,0.9666
539062.00,500000.00,532770.40,12,12,12,12,12,0.066596,0.9336,0.9730
351562.00,500000.00,363637.92,10,11,11,10,10,0.045455,0.9326,0.9611
367188.00,250000.00,367345.33,12,11,12,11,12,0.045918,0.9265,0.9625
367188.00,250000.00,368637.08,12,11,12,11,12,0.046080,0.9148,0.9769
351562.00,500000.00,360487.94,10,11,11,10,10,0.045061,0.9141,0.9697
539062.00,500000.00,551445.96,12,12,12,12,12,0.068931,0.9139,0.9700
320312.00,250000.00,321821.21,10,10,11,10,11,0.040228,0.9109,0.9507
320312.00,250000.00,327854.16,10,10,11,10,11,0.040982,0.9028,0.9445
539062.00,500000.00,545825.96,12,12,12,12,12,0.068228,0.8852,0.8862
351562.00,500000.00,344205.86,10,11,11,10,10,0.043026,0.8835,0.9703
351562.00,500000.00,360782.62,10,11,11,10,10,0.045098,0.8622,0.9640
367188.00,250000.00,360415.46,12,11,12,11,12,0.045052,0.9505,0.9798
351562.00,500000.00,357949.26,10,11,11,10,10,0.044744,0.9404,0.9719
539062.00,500000.00,513225.56,12,12,12,12,12,0.064153,0.9325,0.9496
351562.00,500000.00,355965.61,10,11,11,10,10,0.044496,0.9085,0.9861
367188.00,250000.00,358266.83,12,11,12,11,12,0.044783,0.9052,0.9464
351562.00,500000.00,354841.23,10,11,11,10,10,0.044355,0.8878,0.9714
320312.00,250000.00,327326.77,10,10,11,10,11,0.040916,0.8448,0.9720
351562.00,500000.00,367526.17,10,11,11,10,10,0.045941,0.8091,0.9549
351562.00,500000.00,354927.06,10,11,11,10,10,0.044366,0.7805,0.9751
539062.00,500000.00,542413.71,12,12,12,12,12,0.067802,0.9686,0.9770
539062.00,500000.00,531973.84,12,12,12,12,12,0.066497,0.9549,0.9747
539062.00,500000.00,535058.02,12,12,12,12,12,0.066882,0.9489,0.9789
367188.00,250000.00,361730.58,12,11,12,11,12,0.045216,0.9406,0.9791
320312.00,250000.00,328470.23,10,10,11,10,11,0.041059,0.9401,0.9120
367188.00,250000.00,356572.27,12,11,12,11,12,0.044572,0.9139,0.9676
539062.00,500000.00,537090.30,12,12,12,12,12,0.067136,0.8929,0.9273
539062.00,500000.00,520154.00,12,12,12,12,12,0.065019,0.9589,0.9636
367188.00,250000.00,371800.90,12,11,12,11,12,0.046475,0.9502,0.9698
367188.00,250000.00,337923.05,12,11,12,11,12,0.042240,0.9330,0.9086
320312.00,250000.00,319809.91,10,10,11,10,11,0.039976,0.9181,0.9901
320312.00,250000.00,327829.36,10,10,11,10,11,0.040979,0.8780,0.9729
539062.00,500000.00,538480.76,12,12,12,12,12,0.067310,0.8642,0.9220
351562.00,500000.00,360046.39,10,11,11,10,10,0.045006,0.8487,0.9576
320312.00,250000.00,313062.67,10,10,11,10,11,0.039133,0.8414,0.9365
320312.00,500000.00,337450.03,10,11,11,10,10,0.042181,0.7129,0.9289
367188.00,500000.00,366515.64,10,11,11,10,10,0.045814,0.9406,0.9847
132812.00,125000.00,131700.52,10,10,10,10,10,0.016463,0.9174,0.9814
132812.00,125000.00,129701.61,10,10,10,10,10,0.016213,0.8867,0.9688
164062.00,125000.00,149878.50,12,11,12,11,12,0.018735,0.8866,0.8999
164062.00,125000.00,168271.06,12,11,12,11,12,0.021034,0.8760,0.9433
132812.00,125000.00,141530.99,10,10,10,10,10,0.017691,0.8741,0.8835
367188.00,500000.00,426772.12,10,11,11,11,11,0.053347,0.8624,0.8476
710938.00,500000.00,544188.98,11,11,11,11,11,0.068024,0.8441,0.7628
367188.00,500000.00,411129.95,10,11,11,10,10,0.051391,0.8315,0.8586
164062.00,125000.00,168743.13,12,11,12,11,12,0.021093,0.9375,0.9709
367188.00,500000.00,368051.53,10,11,11,10,10,0.046006,0.9302,0.9757
132812.00,125000.00,129669.43,10,10,10,10,10,0.016209,0.9250,0.9745
710938.00,500000.00,635833.74,11,11,12,11,12,0.079479,0.9154,0.8847
164062.00,125000.00,156904.22,12,11,12,11,12,0.019613,0.9021,0.9276
164062.00,125000.00,158287.05,12,11,12,11,12,0.019786,0.8738,0.9339
710938.00,500000.00,578924.18,11,11,11,11,11,0.072366,0.8699,0.7865
367188.00,500000.00,369058.61,10,11,11,10,10,0.046132,0.8388,0.9874
164062.00,125000.00,149575.23,12,11,12,11,12,0.018697,0.8148,0.8446
164062.00,125000.00,155467.99,12,11,12,11,12,0.019433,0.7946,0.9446
132812.00,125000.00,131919.86,10,10,10,10,10,0.016490,0.9254,0.9729
132812.00,125000.00,132030.49,10,10,10,10,10,0.016504,0.9241,0.9397
132812.00,125000.00,130469.32,10,10,10,10,10,0.016309,0.9106,0.9149
710938.00,500000.00,552263.26,11,11,11,11,11,0.069033,0.9000,0.7759
710938.00,500000.00,576965.33,11,11,11,11,11,0.072121,0.8788,0.8055
367188.00,500000.00,376998.90,10,11,11,10,10,0.047125,0.8315,0.9604
367188.00,500000.00,368905.78,10,11,11,10,10,0.046113,0.9376,0.9764
367188.00,500000.00,379112.24,10,11,11,10,10,0.047389,0.9299,0.9641
132812.00,125000.00,137229.92,10,10,10,10,10,0.017154,0.9291,0.9102
132812.00,125000.00,134721.76,10,10,10,10,10,0.016840,0.9194,0.9622
710938.00,500000.00,612298.01,11,11,12,11,12,0.076537,0.8674,0.8405
367188.00,500000.00,374648.09,10,11,11,10,10,0.046831,0.8459,0.9498
710938.00,500000.00,641090.27,11,11,12,11,12,0.080136,0.8123,0.8721
164062.00,125000.00,125299.93,12,11,11,11,11,0.015662,0.7980,0.7331
132812.00,125000.00,130212.07,10,10,10,10,10,0.016277,0.7723,0.6566
164062.00,125000.00,150280.00,12,11,12,11,12,0.018785,0.7694,0.8242
164062.00,125000.00,156923.29,12,11,12,11,12,0.019615,0.7148,0.7051
226562.00,250000.00,232204.44,10,10,10,10,10,0.029026,0.9396,0.9741
414062.00,500000.00,410236.12,10,11,11,10,10,0.051280,0.9340,0.9848
414062.00,500000.00,402690.89,10,11,11,10,10,0.050336,0.9075,0.9552
445312.00,500000.00,449874.40,12,12,12,12,12,0.056234,0.8770,0.9827
101562.00,125000.00,132413.86,12,12,12,12,12,0.016552,0.8686,0.7531
445312.00,500000.00,451938.63,12,12,12,12,12,0.056492,0.8395,0.9213
226562.00,250000.00,231216.79,10,10,10,10,10,0.028902,0.8024,0.6150
101562.00,125000.00,120335.58,12,12,12,12,12,0.015042,0.7363,0.8350
414062.00,500000.00,435544.01,10,11,11,11,11,0.054443,0.7164,0.5958
226562.00,250000.00,228176.12,10,10,10,10,10,0.028522,0.9534,0.9824
445312.00,500000.00,452730.18,12,12,12,12,12,0.056591,0.9436,0.9834
226562.00,250000.00,231052.40,10,10,10,10,10,0.028882,0.9320,0.9464
226562.00,250000.00,225724.22,10,10,10,10,10,0.028216,0.9244,0.9696
226562.00,250000.00,234231.47,10,10,10,10,10,0.029279,0.9024,0.9660
445312.00,500000.00,451353.07,12,12,12,12,12,0.056419,0.9525,0.9810
414062.00,500000.00,417992.59,10,11,11,10,10,0.052249,0.9496,0.9834
226562.00,250000.00,232885.36,10,10,10,10,10,0.029111,0.9469,0.9713
414062.00,500000.00,411780.66,10,11,11,10,10,0.051473,0.9315,0.9807
101562.00,125000.00,121644.97,12,12,12,12,12,0.015206,0.8752,0.8330
101562.00,125000.00,121028.90,12,12,12,12,12,0.015129,0.7774,0.8361
445312.00,500000.00,449661.25,12,12,12,12,12,0.056208,0.9667,0.9798
445312.00,500000.00,456751.94,12,12,12,12,12,0.057094,0.9618,0.9721
226562.00,250000.00,227220.54,10,10,10,10,10,0.028403,0.9545,0.9815
445312.00,500000.00,447013.85,12,12,12,12,12,0.055877,0.9471,0.9913
414062.00,500000.00,412217.14,10,11,11,10,10,0.051527,0.9344,0.9744
226562.00,250000.00,225512.50,10,10,10,10,10,0.028189,0.9323,0.9844
414062.00,500000.00,421352.39,10,11,11,11,11,0.052669,0.9316,0.9728
414062.00,500000.00,439782.14,10,11,11,11,11,0.054973,0.8957,0.9398
101562.00,125000.00,112921.71,12,12,12,12,12,0.014115,0.8828,0.8957
445312.00,500000.00,443210.48,12,12,12,12,12,0.055401,0.8721,0.9825
445312.00,500000.00,473668.58,12,12,12,12,12,0.059209,0.7918,0.9241
101562.00,125000.00,123609.54,12,12,12,12,12,0.015451,0.7835,0.8197
414062.00,500000.00,431267.74,10,11,11,11,11,0.053908,0.7697,0.9293
632812.00,500000.00,602851.87,11,11,12,11,12,0.075356,0.9526,0.9357
632812.00,500000.00,624997.74,11,11,12,11,12,0.078125,0.9455,0.9753
304688.00,250000.00,307075.50,10,10,11,10,11,0.038384,0.9448,0.9854
210938.00,250000.00,214352.61,9,10,10,10,10,0.026794,0.9425,0.9587
632812.00,500000.00,632683.75,11,11,12,11,12,0.079085,0.9384,0.9959
164062.00,125000.00,164838.79,10,9,10,9,10,0.020605,0.9368,0.9508
632812.00,500000.00,555192.95,11,11,11,11,11,0.069399,0.9160,0.8654
210938.00,250000.00,213328.36,9,10,10,10,10,0.026666,0.9154,0.9682
304688.00,250000.00,304367.07,10,10,11,10,11,0.038046,0.8126,0.9932
164062.00,125000.00,164188.36,10,9,10,9,10,0.020524,0.7646,0.9639
304688.00,500000.00,342100.62,10,11,11,10,10,0.042763,0.7268,0.8719
210938.00,250000.00,213503.84,9,10,10,10,10,0.026688,0.9506,0.9560
632812.00,500000.00,619297.03,11,11,12,11,12,0.077412,0.9418,0.9675
210938.00,250000.00,212728.50,9,10,10,10,10,0.026591,0.9312,0.9766
210938.00,250000.00,211238.86,9,10,10,10,10,0.026405,0.9303,0.9731
210938.00,250000.00,204133.27,9,10,10,9,9,0.025517,0.9264,0.9670
304688.00,250000.00,307701.11,10,10,11,10,11,0.038463,0.9059,0.9607
304688.00,250000.00,298534.39,10,10,11,10,11,0.037317,0.8981,0.9748
304688.00,250000.00,304671.29,10,10,11,10,11,0.038084,0.8866,0.9855
164062.00,125000.00,162714.96,10,9,10,9,10,0.020339,0.8696,0.9536
164062.00,125000.00,160255.43,10,9,10,9,10,0.020032,0.8628,0.9735
164062.00,125000.00,165169.95,10,9,10,9,10,0.020646,0.7384,0.8409
632812.00,500000.00,603030.20,11,11,12,11,12,0.075379,0.9469,0.9455
210938.00,250000.00,214470.39,9,10,10,10,10,0.026809,0.9306,0.9714
304688.00,250000.00,304244.04,10,10,11,10,11,0.038031,0.9211,0.9808
210938.00,250000.00,212773.32,9,10,10,10,10,0.026597,0.9190,0.9787
164062.00,125000.00,163133.14,10,9,10,9,10,0.020392,0.8930,0.9539
164062.00,125000.00,171234.13,10,9,10,9,10,0.021404,0.8689,0.9567
164062.00,125000.00,161571.50,10,9,10,9,10,0.020196,0.7634,0.9436
304688.00,250000.00,311189.65,10,10,11,10,11,0.038899,0.7551,0.5114
210938.00,250000.00,292328.83,9,10,10,10,10,0.036541,0.7467,0.7129
304688.00,250000.00,305891.99,10,10,11,10,11,0.038236,0.9691,0.9728
210938.00,250000.00,212942.12,9,10,10,10,10,0.026618,0.9134,0.9694
304688.00,250000.00,310836.79,10,10,11,10,11,0.038855,0.9040,0.9691
632812.00,500000.00,606348.04,11,11,12,11,12,0.075794,0.9030,0.9128
632812.00,500000.00,621562.72,11,11,12,11,12,0.077695,0.8634,0.9470
164062.00,125000.00,168865.20,10,9,10,9,10,0.021108,0.8607,0.9713
164062.00,125000.00,167287.77,10,9,10,9,10,0.020911,0.8160,0.9736
164062.00,125000.00,164675.30,10,9,10,9,10,0.020584,0.8067,0.9202
710938.00,500000.00,704758.64,12,11,12,11,12,0.088095,0.9653,0.9827
757812.00,500000.00,589221.95,11,11,11,11,11,0.073653,0.9294,0.7632
710938.00,500000.00,679842.00,12,11,12,11,12,0.084980,0.8426,0.6897
710938.00,500000.00,698726.65,12,11,12,11,12,0.087341,0.9403,0.9789
648438.00,500000.00,623971.94,11,11,12,11,12,0.077996,0.9276,0.9308
648438.00,500000.00,631799.46,11,11,12,11,12,0.078975,0.9150,0.9649
757812.00,500000.00,567508.70,11,11,11,11,11,0.070939,0.9015,0.7452
757812.00,500000.00,681716.92,11,11,12,11,12,0.085215,0.8264,0.8869
195312.00,250000.00,205430.98,11,11,11,10,10,0.025679,0.8143,0.9483
757812.00,500000.00,472206.12,11,11,11,11,11,0.059026,0.8011,0.6131
195312.00,125000.00,194627.64,11,10,11,10,11,0.024328,0.7314,0.9612
710938.00,500000.00,551959.99,12,11,11,11,11,0.068995,0.7216,0.7601
710938.00,500000.00,704191.21,12,11,12,11,12,0.088024,0.9446,0.9697
710938.00,500000.00,697070.72,12,11,12,11,12,0.087134,0.9445,0.9788
710938.00,500000.00,700580.60,12,11,12,11,12,0.087573,0.9415,0.9809
710938.00,500000.00,636697.77,12,11,12,11,12,0.079587,0.9358,0.8929
710938.00,500000.00,706810.00,12,11,12,11,12,0.088351,0.9020,0.9877
757812.00,500000.00,600515.37,11,11,12,11,12,0.075064,0.8637,0.7720
757812.00,500000.00,611583.71,11,11,12,11,12,0.076448,0.8507,0.7959
648438.00,500000.00,659898.28,11,11,12,11,12,0.082487,0.7760,0.9320
648438.00,500000.00,639743.80,11,11,12,11,12,0.079968,0.9451,0.9754
648438.00,500000.00,635017.40,11,11,12,11,12,0.079377,0.9179,0.9747
710938.00,500000.00,713782.19,12,11,12,11,12,0.089223,0.8977,0.9360
445312.00,500000.00,442913.06,10,11,11,11,11,0.055364,0.9410,0.9746
117188.00,125000.00,119958.40,10,10,10,10,10,0.014995,0.9056,0.9119
117188.00,125000.00,120579.24,10,10,10,10,10,0.015072,0.9049,0.9449
164062.00,125000.00,158885.96,11,10,11,10,11,0.019861,0.9007,0.9601
164062.00,125000.00,166113.38,11,10,11,10,11,0.020764,0.8989,0.9444
101562.00,125000.00,113474.85,12,12,12,12,12,0.014184,0.8570,0.8928
445312.00,500000.00,467128.63,10,11,11,11,11,0.058391,0.7919,0.6759
117188.00,125000.00,120655.54,10,10,10,10,10,0.015082,0.9265,0.9681
117188.00,125000.00,118495.94,10,10,10,10,10,0.014812,0.9225,0.9250
117188.00,125000.00,116488.93,10,10,10,10,10,0.014561,0.9065,0.9912
117188.00,125000.00,128705.98,10,10,10,10,10,0.016088,0.8767,0.9059
101562.00,125000.00,123949.05,12,12,12,12,12,0.015494,0.8345,0.7952
445312.00,500000.00,486453.77,10,11,11,11,11,0.060807,0.7825,0.8730
445312.00,500000.00,449421.88,10,11,11,11,11,0.056178,0.8961,0.9866
445312.00,500000.00,467543.60,10,11,11,11,11,0.058443,0.8637,0.7426
164062.00,125000.00,160497.19,11,10,11,10,11,0.020062,0.8213,0.8870
117188.00,125000.00,120995.52,10,10,10,10,10,0.015124,0.7165,0.6710
445312.00,500000.00,470208.41,10,11,11,11,11,0.058776,0.9361,0.9098
445312.00,500000.00,467177.15,10,11,11,11,11,0.058397,0.9200,0.9335
445312.00,500000.00,441505.91,10,11,11,11,11,0.055188,0.9138,0.9753
117188.00,125000.00,125163.08,10,10,10,10,10,0.015645,0.9125,0.9341
164062.00,125000.00,159830.81,11,10,11,10,11,0.019979,0.9116,0.9526
445312.00,500000.00,442071.91,10,11,11,11,11,0.055259,0.8964,0.9704
164062.00,125000.00,165788.17,11,10,11,10,11,0.020724,0.8785,0.9863
101562.00,125000.00,114768.98,12,12,12,12,12,0.014346,0.7878,0.8791
164062.00,125000.00,135737.42,11,10,10,10,10,0.016967,0.7828,0.8102
117188.00,125000.00,121662.14,10,10,10,10,10,0.015208,0.7111,0.8684
101562.00,125000.00,129618.64,12,12,12,12,12,0.016202,0.7015,0.6989
273438.00,250000.00,291050.43,10,10,10,10,10,0.036381,0.9113,0.9108
492188.00,500000.00,477106.09,10,11,11,11,11,0.059638,0.9101,0.9552
273438.00,250000.00,277744.77,10,10,10,10,10,0.034718,0.9051,0.9783
289062.00,250000.00,282981.87,12,12,12,12,12,0.035373,0.8979,0.9735
492188.00,500000.00,493812.56,10,11,11,11,11,0.061727,0.8944,0.9800
273438.00,250000.00,268182.75,10,10,10,10,10,0.033523,0.8933,0.9601
